bank,proxy_year,director_name,director_age
Capital One,2025,described under,68
Capital One,2025,CEO Compensation,78
Capital One,2025,relative to,71
Capital One,2025,Shares will,69
Capital One,2025,vesting provisions,87
Capital One,2025,the Compensation,55
Capital One,2025,comprised of,79
Capital One,2025,to the,39
Capital One,2025,set forth,49
Fifth Third Bancorp,2019,Insider Participation,71
Fifth Third Bancorp,2019,Jorge L. Benitez,59
Fifth Third Bancorp,2019,exercisable within,60
Fifth Third Bancorp,2019,less than,75
Fifth Third Bancorp,2019,Proxy Statement,75
Fifth Third Bancorp,2019,the Audit,74
Fifth Third Bancorp,2019,Compensation Committee,58
Fifth Third Bancorp,2019,as reported,61
Fifth Third Bancorp,2019,Executive Officers,61
Fifth Third Bancorp,2019,the additional,60
Fifth Third Bancorp,2020,Shareholder Engagement,35
Fifth Third Bancorp,2020,Insider Participation,73
Fifth Third Bancorp,2020,exercisable within,60
Fifth Third Bancorp,2020,less than,75
Fifth Third Bancorp,2020,Proxy Statement,37
Fifth Third Bancorp,2020,Marsha C. Williams,37
Fifth Third Bancorp,2020,more information,89
Fifth Third Bancorp,2020,the Audit,76
Fifth Third Bancorp,2020,Compensation Committee,62
Fifth Third Bancorp,2020,as reported,65
Fifth Third Bancorp,2020,Executive Officers,65
Fifth Third Bancorp,2020,the additional,60
Fifth Third Bancorp,2020,be received,83
Fifth Third Bancorp,2020,at the,83
Fifth Third Bancorp,2020,the Corporate,83
Fifth Third Bancorp,2020,using the,83
Fifth Third Bancorp,2021,Management Oversight,39
Fifth Third Bancorp,2021,Shareholder Engagement,42
Fifth Third Bancorp,2021,Insider Participation,80
Fifth Third Bancorp,2021,exercisable within,60
Fifth Third Bancorp,2021,less than,75
Fifth Third Bancorp,2021,Additional Retainer,65
Fifth Third Bancorp,2021,Michael B. McCallister,82
Fifth Third Bancorp,2021,For more,58
Fifth Third Bancorp,2021,the Audit,82
Fifth Third Bancorp,2021,Compensation Committee,66
Fifth Third Bancorp,2021,as reported,68
Fifth Third Bancorp,2021,Executive Officers,68
Fifth Third Bancorp,2021,the additional,60
Fifth Third Bancorp,2022,Management Oversight,41
Fifth Third Bancorp,2022,Shareholder Engagement,44
Fifth Third Bancorp,2022,in Control,78
Fifth Third Bancorp,2022,exercisable within,60
Fifth Third Bancorp,2022,less than,75
Fifth Third Bancorp,2022,Proxy Statement,37
Fifth Third Bancorp,2022,Additional Retainer,65
Fifth Third Bancorp,2022,Michael B. McCallister,82
Fifth Third Bancorp,2022,For more,84
Fifth Third Bancorp,2022,the Audit,82
Fifth Third Bancorp,2022,Compensation Committee,69
Fifth Third Bancorp,2022,as reported,71
Fifth Third Bancorp,2022,Executive Officers,71
Fifth Third Bancorp,2022,The table,80
Fifth Third Bancorp,2022,the additional,60
Fifth Third Bancorp,2022,be received,89
Fifth Third Bancorp,2022,at the,89
Fifth Third Bancorp,2022,the Corporate,89
Fifth Third Bancorp,2022,using the,89
Fifth Third Bancorp,2023,Management Oversight,42
Fifth Third Bancorp,2023,Shareholder Engagement,45
Fifth Third Bancorp,2023,Pay Ratio,82
Fifth Third Bancorp,2023,exercisable within,60
Fifth Third Bancorp,2023,less than,75
Fifth Third Bancorp,2023,Proxy Statement,37
Fifth Third Bancorp,2023,Additional Retainer,65
Fifth Third Bancorp,2023,Michael B. McCallister,90
Fifth Third Bancorp,2023,the Audit,90
Fifth Third Bancorp,2023,Compensation Committee,70
Fifth Third Bancorp,2023,The table,81
Fifth Third Bancorp,2023,the additional,60
Fifth Third Bancorp,2023,as reported,71
Fifth Third Bancorp,2023,Compensation Discussion,49
Fifth Third Bancorp,2024,Management Oversight,43
Fifth Third Bancorp,2024,Shareholder Engagement,46
Fifth Third Bancorp,2024,Pay Ratio,84
Fifth Third Bancorp,2024,exercisable within,60
Fifth Third Bancorp,2024,less than,75
Fifth Third Bancorp,2024,Compensation Committee,72
Fifth Third Bancorp,2024,the additional,60
Fifth Third Bancorp,2024,as reported,73
Fifth Third Bancorp,2024,Compensation Discussion,50
Fifth Third Bancorp,2025,Shareholder Engagement,37
Fifth Third Bancorp,2025,Pay Ratio,75
Fifth Third Bancorp,2025,Timothy N. Spence,46
Fifth Third Bancorp,2025,exercisable within,60
Fifth Third Bancorp,2025,less than,75
Fifth Third Bancorp,2025,Additional Retainer,90
Fifth Third Bancorp,2025,Marsha C. Williams,74
Fifth Third Bancorp,2025,For more,85
Fifth Third Bancorp,2025,the Audit,83
Fifth Third Bancorp,2025,Compensation Committee,63
Fifth Third Bancorp,2025,and transparent,37
Fifth Third Bancorp,2025,as reported,64
Fifth Third Bancorp,2025,Compensation Discussion,41
Fifth Third Bancorp,2025,be received,89
Fifth Third Bancorp,2025,at the,89
Fifth Third Bancorp,2025,the Corporate,89
Fifth Third Bancorp,2025,using the,89
KeyCorp,2019,David K. Wilson,64
KeyCorp,2019,Pay Decisions,35
KeyCorp,2019,Awards Table,41
KeyCorp,2019,of Control,47
KeyCorp,2019,and Procedures,54
KeyCorp,2019,Common Shares,68
KeyCorp,2019,Additional Information,74
KeyCorp,2019,or within,60
KeyCorp,2019,Barbara R. Snyder,38
KeyCorp,2019,Kristen L. Manos,55
KeyCorp,2019,"under
Section",42
KeyCorp,2019,at least,51
KeyCorp,2019,less than,51
KeyCorp,2019,section entitled,80
KeyCorp,2019,the independent,55
KeyCorp,2019,more information,51
KeyCorp,2019,can be,39
KeyCorp,2019,the discussion,35
KeyCorp,2019,column of,39
KeyCorp,2019,column to,39
KeyCorp,2019,the narrative,45
KeyCorp,2019,Potential Payments,47
KeyCorp,2019,found in,41
KeyCorp,2019,are reflected,39
KeyCorp,2019,distribution from,55
KeyCorp,2019,compensation presented,39
KeyCorp,2019,not reflected,39
KeyCorp,2019,Pro rata,60
KeyCorp,2019,Named Executive,55
KeyCorp,2019,or Limited,60
KeyCorp,2019,Mooney is,60
KeyCorp,2019,bank holding,35
KeyCorp,2019,please see,41
KeyCorp,2019,If the,55
KeyCorp,2019,prior to,60
KeyCorp,2019,"prior
to",60
KeyCorp,2020,David K. Wilson,65
KeyCorp,2020,Realizable Pay,37
KeyCorp,2020,of Control,50
KeyCorp,2020,and Procedures,57
KeyCorp,2020,Shareholder Meeting,61
KeyCorp,2020,Additional Information,65
KeyCorp,2020,Proxy Materials,65
KeyCorp,2020,or within,60
KeyCorp,2020,"Barbara R.
Snyder",40
KeyCorp,2020,Kristen L. Manos,58
KeyCorp,2020,As disclosed,64
KeyCorp,2020,the independent,58
KeyCorp,2020,more information,54
KeyCorp,2020,can be,41
KeyCorp,2020,column of,41
KeyCorp,2020,as defined,37
KeyCorp,2020,Efficiency Ratio,37
KeyCorp,2020,each as,37
KeyCorp,2020,those reported,41
KeyCorp,2020,column to,41
KeyCorp,2020,the narrative,47
KeyCorp,2020,Potential Payments,50
KeyCorp,2020,found in,43
KeyCorp,2020,are reflected,41
KeyCorp,2020,distribution from,55
KeyCorp,2020,compensation presented,41
KeyCorp,2020,not reflected,41
KeyCorp,2020,Pro rata,60
KeyCorp,2020,Named Executive,55
KeyCorp,2020,Mooney is,60
KeyCorp,2021,David K. Wilson,66
KeyCorp,2021,Pay Decisions,37
KeyCorp,2021,of Control,53
KeyCorp,2021,and Procedures,61
KeyCorp,2021,Additional Information,71
KeyCorp,2021,less than,75
KeyCorp,2021,or within,60
KeyCorp,2021,Todd J. Vasos,41
KeyCorp,2021,determined by,42
KeyCorp,2021,or after,55
KeyCorp,2021,Devina A. Rankin,62
KeyCorp,2021,the KeyCorp,40
KeyCorp,2021,Information about,70
KeyCorp,2021,the independent,62
KeyCorp,2021,more information,58
KeyCorp,2021,can be,42
KeyCorp,2021,the discussion,37
KeyCorp,2021,column of,42
KeyCorp,2021,Adjusted EPS,40
KeyCorp,2021,Efficiency Ratio,40
KeyCorp,2021,as defined,40
KeyCorp,2021,each as,40
KeyCorp,2021,those reported,42
KeyCorp,2021,Stock Awards,42
KeyCorp,2021,Summary Compensation,44
KeyCorp,2021,column to,42
KeyCorp,2021,the narrative,50
KeyCorp,2021,Potential Payments,53
KeyCorp,2021,found in,45
KeyCorp,2021,For more,36
KeyCorp,2021,column in,42
KeyCorp,2021,distribution from,55
KeyCorp,2021,are reflected,42
KeyCorp,2021,not reflected,42
KeyCorp,2021,Pro rata,60
KeyCorp,2021,Named Executive,55
KeyCorp,2021,Gorman is,60
KeyCorp,2021,retirement are,50
KeyCorp,2021,Nonqualified Deferred,51
KeyCorp,2021,bank holding,38
KeyCorp,2022,David K. Wilson,67
KeyCorp,2022,Pay Decisions,38
KeyCorp,2022,of Control,53
KeyCorp,2022,and Procedures,61
KeyCorp,2022,Additional Information,67
KeyCorp,2022,Proxy Materials,67
KeyCorp,2022,less than,75
KeyCorp,2022,or within,60
KeyCorp,2022,Todd J. Vasos,43
KeyCorp,2022,company contributions,53
KeyCorp,2022,Devina A. Rankin,62
KeyCorp,2022,the KeyCorp,40
KeyCorp,2022,Information about,65
KeyCorp,2022,In addition,67
KeyCorp,2022,more information,58
KeyCorp,2022,can be,44
KeyCorp,2022,please see,40
KeyCorp,2022,the discussion,38
KeyCorp,2022,column of,44
KeyCorp,2022,Adjusted EPS,40
KeyCorp,2022,Efficiency Ratio,41
KeyCorp,2022,Adjusted ROTCE,41
KeyCorp,2022,those reported,44
KeyCorp,2022,column to,44
KeyCorp,2022,the narrative,51
KeyCorp,2022,found in,46
KeyCorp,2022,For more,37
KeyCorp,2022,distribution from,55
KeyCorp,2022,are reflected,44
KeyCorp,2022,not reflected,44
KeyCorp,2022,Pro rata,60
KeyCorp,2022,Named Executive,55
KeyCorp,2022,Gorman is,60
KeyCorp,2022,bank holding,39
KeyCorp,2023,David K. Wilson,68
KeyCorp,2023,Pay Decisions,37
KeyCorp,2023,of Control,52
KeyCorp,2023,and Procedures,64
KeyCorp,2023,Additional Information,84
KeyCorp,2023,less than,75
KeyCorp,2023,or within,60
KeyCorp,2023,Todd J. Vasos,42
KeyCorp,2023,were eligible,51
KeyCorp,2023,of service,52
KeyCorp,2023,Leverage ROTCE,60
KeyCorp,2023,Devina A. Rankin,65
KeyCorp,2023,up to,40
KeyCorp,2023,of independent,79
KeyCorp,2023,at least,51
KeyCorp,2023,the KeyCorp,40
KeyCorp,2023,Information about,81
KeyCorp,2023,In addition,84
KeyCorp,2023,more information,61
KeyCorp,2023,can be,43
KeyCorp,2023,practices of,37
KeyCorp,2023,to revenue,37
KeyCorp,2023,column of,43
KeyCorp,2023,Adjusted EPS,40
KeyCorp,2023,Efficiency Ratio,40
KeyCorp,2023,Adjusted ROTCE,40
KeyCorp,2023,each as,40
KeyCorp,2023,those reported,43
KeyCorp,2023,perquisite in,43
KeyCorp,2023,column to,43
KeyCorp,2023,Nonqualified Deferred,51
KeyCorp,2023,the narrative,50
KeyCorp,2023,found in,45
KeyCorp,2023,For more,36
KeyCorp,2023,awards under,52
KeyCorp,2023,distribution from,55
KeyCorp,2023,are reflected,43
KeyCorp,2023,not reflected,43
KeyCorp,2023,Pro rata,60
KeyCorp,2023,Named Executive,55
KeyCorp,2023,Gorman is,60
KeyCorp,2023,as also,43
KeyCorp,2023,Proxy Statement,40
KeyCorp,2023,bank holding,38
KeyCorp,2023,please see,45
KeyCorp,2024,David K. Wilson,69
KeyCorp,2024,Pay Decisions,39
KeyCorp,2024,of Control,55
KeyCorp,2024,and Procedures,68
KeyCorp,2024,Executive Compensation,71
KeyCorp,2024,Additional Information,77
KeyCorp,2024,of Shareholders,77
KeyCorp,2024,Binary Age,72
KeyCorp,2024,less than,75
KeyCorp,2024,or within,60
KeyCorp,2024,Todd J. Vasos,44
KeyCorp,2024,Devina A. Rankin,69
KeyCorp,2024,Each standing,73
KeyCorp,2024,the KeyCorp,40
KeyCorp,2024,Information about,76
KeyCorp,2024,Gender Male,72
KeyCorp,2024,In addition,77
KeyCorp,2024,more information,65
KeyCorp,2024,can be,45
KeyCorp,2024,Total Pay,36
KeyCorp,2024,practices of,39
KeyCorp,2024,more detail,35
KeyCorp,2024,described below,35
KeyCorp,2024,executive officers,39
KeyCorp,2024,performance year,36
KeyCorp,2024,setting targets,39
KeyCorp,2024,as defined,42
KeyCorp,2024,pay decisions,36
KeyCorp,2024,those reported,45
KeyCorp,2024,the heading,42
KeyCorp,2024,perquisite in,45
KeyCorp,2024,column to,45
KeyCorp,2024,Nonqualified Deferred,53
KeyCorp,2024,the narrative,52
KeyCorp,2024,found in,47
KeyCorp,2024,For more,38
KeyCorp,2024,column of,45
KeyCorp,2024,award under,54
KeyCorp,2024,distribution from,55
KeyCorp,2024,are reflected,45
KeyCorp,2024,not reflected,45
KeyCorp,2024,Pro rata,60
KeyCorp,2024,Named Executive,55
KeyCorp,2024,Upon retirement,60
KeyCorp,2024,Gorman is,60
KeyCorp,2024,as also,45
KeyCorp,2024,Proxy Statement,42
KeyCorp,2024,bank holding,40
KeyCorp,2025,David K. Wilson,70
KeyCorp,2025,Equity Awards,47
KeyCorp,2025,of Control,58
KeyCorp,2025,and Procedures,71
KeyCorp,2025,Additional Information,77
KeyCorp,2025,Proxy Materials,77
KeyCorp,2025,less than,75
KeyCorp,2025,or within,60
KeyCorp,2025,Barbara R. Snyder,48
KeyCorp,2025,NEO could,51
KeyCorp,2025,compensation limits,57
KeyCorp,2025,company contributions,58
KeyCorp,2025,Ratio ROTCE,67
KeyCorp,2025,Richard J. Tobin,72
KeyCorp,2025,the KeyCorp,40
KeyCorp,2025,Information about,75
KeyCorp,2025,As described,37
KeyCorp,2025,and Earnings,36
KeyCorp,2025,In addition,77
KeyCorp,2025,more information,68
KeyCorp,2025,can be,49
KeyCorp,2025,Results of,35
KeyCorp,2025,Realized Pay,39
KeyCorp,2025,Capital and,36
KeyCorp,2025,is provided,42
KeyCorp,2025,more detail,40
KeyCorp,2025,described below,40
KeyCorp,2025,to the,47
KeyCorp,2025,those reported,49
KeyCorp,2025,The Summary,49
KeyCorp,2025,These awards,36
KeyCorp,2025,are also,49
KeyCorp,2025,on December,36
KeyCorp,2025,the heading,45
KeyCorp,2025,the information,49
KeyCorp,2025,proxy statement,64
KeyCorp,2025,Required Pay,64
KeyCorp,2025,perquisite in,49
KeyCorp,2025,column to,49
KeyCorp,2025,Nonqualified Deferred,57
KeyCorp,2025,the narrative,56
KeyCorp,2025,found in,51
KeyCorp,2025,For more,41
KeyCorp,2025,column of,49
KeyCorp,2025,award under,58
KeyCorp,2025,are reflected,49
KeyCorp,2025,not reflected,49
KeyCorp,2025,Pro rata,60
KeyCorp,2025,pro rata,60
KeyCorp,2025,to mean,55
KeyCorp,2025,Upon retirement,60
KeyCorp,2025,Gorman is,60
KeyCorp,2025,bank holding,42
M&T Bank,2020,Stock Table,36
M&T Bank,2020,Equity Awards,73
M&T Bank,2020,Other Fees,75
M&T Bank,2020,Cunningham III,77
M&T Bank,2020,Gary N. Geisel,71
M&T Bank,2020,Kevin J. Pearson,58
M&T Bank,2020,Denis J. Salamone,66
M&T Bank,2020,John R. Scannell,56
M&T Bank,2020,at least,75
M&T Bank,2020,Independence Rule,35
M&T Bank,2020,Bank Corporation,38
M&T Bank,2020,to Ratify,74
M&T Bank,2020,in the,60
M&T Bank,2020,Normal retirement,65
M&T Bank,2020,The normal,65
M&T Bank,2020,retires before,55
M&T Bank,2020,participant retires,55
M&T Bank,2020,and are,55
M&T Bank,2021,Risk Oversight,35
M&T Bank,2021,INSIDER PARTICIPATION,39
M&T Bank,2021,Equity Awards,78
M&T Bank,2021,Other Fees,80
M&T Bank,2021,Cunningham III,78
M&T Bank,2021,Gary N. Geisel,72
M&T Bank,2021,Kevin J. Pearson,59
M&T Bank,2021,Denis J. Salamone,67
M&T Bank,2021,John R. Scannell,57
M&T Bank,2021,at least,75
M&T Bank,2021,Independence Rule,35
M&T Bank,2021,Bank Corporation,43
M&T Bank,2021,to Ratify,79
M&T Bank,2021,in the,65
M&T Bank,2021,performance is,65
M&T Bank,2021,the COVID,45
M&T Bank,2021,Normal retirement,65
M&T Bank,2021,The normal,65
M&T Bank,2021,participant retires,55
M&T Bank,2021,and are,55
M&T Bank,2022,Risk Oversight,35
M&T Bank,2022,Governance Committee,37
M&T Bank,2022,INSIDER PARTICIPATION,40
M&T Bank,2022,Equity Awards,81
M&T Bank,2022,Other Fees,83
M&T Bank,2022,volunteered approximately,50
M&T Bank,2022,Cunningham III,79
M&T Bank,2022,Gary N. Geisel,73
M&T Bank,2022,Denis J. Salamone,68
M&T Bank,2022,John R. Scannell,58
M&T Bank,2022,equity and,50
M&T Bank,2022,at least,75
M&T Bank,2022,the Compensation,37
M&T Bank,2022,Independence Rule,35
M&T Bank,2022,Bank Corporation,44
M&T Bank,2022,to Ratify,82
M&T Bank,2022,in the,68
M&T Bank,2022,Normal retirement,65
M&T Bank,2022,The normal,65
M&T Bank,2022,participant retires,55
M&T Bank,2022,and are,55
M&T Bank,2023,John P. Barnes,67
M&T Bank,2023,Cunningham III,80
M&T Bank,2023,Gary N. Geisel,74
M&T Bank,2023,Melinda R. Rich,65
M&T Bank,2023,Denis J. Salamone,69
M&T Bank,2023,John R. Scannell,59
M&T Bank,2023,at least,75
M&T Bank,2023,equity and,50
M&T Bank,2023,assessment of,46
M&T Bank,2023,time and,56
M&T Bank,2023,Independence Rule,35
M&T Bank,2023,Bank Corporation,39
M&T Bank,2023,bank holding,47
M&T Bank,2023,in the,64
M&T Bank,2023,Normal retirement,65
M&T Bank,2023,The normal,65
M&T Bank,2023,participant retires,55
M&T Bank,2023,and are,55
M&T Bank,2023,constitute Cause,55
M&T Bank,2024,Performance Disclosure,79
M&T Bank,2024,Auditors Table,84
M&T Bank,2024,John P. Barnes,68
M&T Bank,2024,Cunningham III,81
M&T Bank,2024,Gary N. Geisel,75
M&T Bank,2024,Melinda R. Rich,66
M&T Bank,2024,Denis J. Salamone,70
M&T Bank,2024,at least,75
M&T Bank,2024,equity and,50
M&T Bank,2024,Common Equity,82
M&T Bank,2024,Independence Rule,35
M&T Bank,2024,TO SECTION,72
M&T Bank,2024,General Information,87
M&T Bank,2024,Bank Corporation,37
M&T Bank,2024,bank holding,45
M&T Bank,2024,in the,65
M&T Bank,2024,Normal retirement,65
M&T Bank,2024,The normal,65
M&T Bank,2024,participant retires,55
M&T Bank,2024,and are,55
M&T Bank,2025,Performance Disclosure,82
M&T Bank,2025,Auditors Table,87
M&T Bank,2025,John P. Barnes,69
M&T Bank,2025,Melinda R. Rich,67
M&T Bank,2025,Denis J. Salamone,71
M&T Bank,2025,at least,75
M&T Bank,2025,equity and,50
M&T Bank,2025,Tangible Assets,85
M&T Bank,2025,which a subsidiary,87
M&T Bank,2025,Independence Rule,35
M&T Bank,2025,TO SECTION,72
M&T Bank,2025,General Information,90
M&T Bank,2025,Bank Corporation,36
M&T Bank,2025,in the,68
M&T Bank,2025,Normal retirement,65
M&T Bank,2025,The normal,65
M&T Bank,2025,participant retires,55
M&T Bank,2025,and are,55
Regions Financial,2019,Nominee Page,35
Regions Financial,2019,Average Director,65
Regions Financial,2019,Law Amendment,75
Regions Financial,2019,Shareholder Engagement,51
Regions Financial,2019,Leadership Structure,55
Regions Financial,2019,Evaluation Program,58
Regions Financial,2019,Ongoing Education,60
Regions Financial,2019,Family Relationships,64
Regions Financial,2019,Risk Management,67
Regions Financial,2019,Governance Committee,74
Regions Financial,2019,ACCOUNTING FIRM,76
Regions Financial,2019,Director Evaluation,58
Regions Financial,2019,Risk Oversight,56
Regions Financial,2019,Governance Principles,50
Regions Financial,2019,Director Education,60
Regions Financial,2019,Term Meaning,40
Regions Financial,2019,Don DeFosset,70
Regions Financial,2019,Charles D. McCrary,67
Regions Financial,2019,the Regions,40
Regions Financial,2019,of the,40
Regions Financial,2019,by the,40
Regions Financial,2019,through the,40
Regions Financial,2019,in the,40
Regions Financial,2019,contributed approximately,56
Regions Financial,2019,as a group,61
Regions Financial,2019,Proxy Statement,35
Regions Financial,2019,Strategy Development,36
Regions Financial,2019,Board is,47
Regions Financial,2019,fees is,76
Regions Financial,2019,or ABSTAIN,35
Regions Financial,2019,Registered Public,76
Regions Financial,2019,on Executive,79
Regions Financial,2019,Mandatory Retirement,65
Regions Financial,2019,Reach HIGHER,35
Regions Financial,2019,further detailed,45
Regions Financial,2019,found within,36
Regions Financial,2019,of Appointment,76
Regions Financial,2019,our Audit,76
Regions Financial,2019,Advisory Vote,79
Regions Financial,2019,Compensation Discussion,80
Regions Financial,2019,more information,80
Regions Financial,2019,For more,80
Regions Financial,2019,nominee can,36
Regions Financial,2019,As we,80
Regions Financial,2019,The Audit,78
Regions Financial,2019,record earnings,80
Regions Financial,2019,Compensation Decisions,87
Regions Financial,2019,share their,55
Regions Financial,2019,As summarized,81
Regions Financial,2019,on Form,44
Regions Financial,2019,As described,87
Regions Financial,2019,for the,60
Regions Financial,2019,prior to,60
Regions Financial,2019,Owen leaves,60
Regions Financial,2019,Lusco must,55
Regions Financial,2019,This year,79
Regions Financial,2019,of Compensation,67
Regions Financial,2019,the CHR,70
Regions Financial,2019,under our,88
Regions Financial,2019,set forth,83
Regions Financial,2019,While the,65
Regions Financial,2019,in benefits,62
Regions Financial,2019,Upon separation,55
Regions Financial,2019,although between,55
Regions Financial,2019,benefit following,62
Regions Financial,2019,or upon,55
Regions Financial,2019,of his,62
Regions Financial,2019,Termination of,60
Regions Financial,2019,Because neither,60
Regions Financial,2019,Turner and,62
Regions Financial,2019,minimum of,60
Regions Financial,2019,benefit includes,55
Regions Financial,2019,or must,62
Regions Financial,2019,the SERP,60
Regions Financial,2019,regular SERP,62
Regions Financial,2020,Nominee Age,65
Regions Financial,2020,at Least,75
Regions Financial,2020,Law Amendment,75
Regions Financial,2020,Community Engagement,45
Regions Financial,2020,Shareholder Engagement,50
Regions Financial,2020,Leadership Structure,53
Regions Financial,2020,Risk Management,56
Regions Financial,2020,Evaluation Program,59
Regions Financial,2020,Committee Service,62
Regions Financial,2020,Family Relationships,65
Regions Financial,2020,Consultant Disclosure,69
Regions Financial,2020,Director Evaluation,59
Regions Financial,2020,Risk Oversight,54
Regions Financial,2020,Governance Principles,48
Regions Financial,2020,Term Meaning,40
Regions Financial,2020,Styslinger III,59
Regions Financial,2020,Proxy Statement,47
Regions Financial,2020,nominees are,42
Regions Financial,2020,Customer Satisfaction,52
Regions Financial,2020,as a group,46
Regions Financial,2020,the Regions,40
Regions Financial,2020,of the,40
Regions Financial,2020,by the,40
Regions Financial,2020,through the,40
Regions Financial,2020,in the,40
Regions Financial,2020,Committee Membership,65
Regions Financial,2020,accompanying compensation,79
Regions Financial,2020,on these,79
Regions Financial,2020,your CUSTOMER,48
Regions Financial,2020,As we,79
Regions Financial,2020,The CHR,78
Regions Financial,2020,Compensation Decisions,86
Regions Financial,2020,share their,52
Regions Financial,2020,As summarized,80
Regions Financial,2020,As further,90
Regions Financial,2020,on Form,44
Regions Financial,2020,as considered,90
Regions Financial,2020,for the,60
Regions Financial,2020,prior to,60
Regions Financial,2020,Owen leaves,60
Regions Financial,2020,Lusco must,55
Regions Financial,2020,Lusco recently,62
Regions Financial,2020,of Compensation,56
Regions Financial,2020,under our,87
Regions Financial,2020,set forth,82
Regions Financial,2020,While the,65
Regions Financial,2020,in benefits,62
Regions Financial,2020,Upon separation,55
Regions Financial,2020,although between,55
Regions Financial,2020,COMPENSATION OF,60
Regions Financial,2020,Termination of,60
Regions Financial,2020,Because neither,60
Regions Financial,2020,Turner and,62
Regions Financial,2020,minimum of,60
Regions Financial,2020,benefit includes,55
Regions Financial,2020,or must,62
Regions Financial,2020,the SERP,60
Regions Financial,2020,Membership Independence,65
Regions Financial,2021,Nominee Age,66
Regions Financial,2021,at Least,75
Regions Financial,2021,Law Amendment,75
Regions Financial,2021,Shareholder Engagement,43
Regions Financial,2021,Leadership Structure,45
Regions Financial,2021,Risk Management,48
Regions Financial,2021,Evaluation Program,50
Regions Financial,2021,Committee Meetings,53
Regions Financial,2021,New Directors,53
Regions Financial,2021,Ongoing Education,55
Regions Financial,2021,Family Relationships,57
Regions Financial,2021,Consultant Disclosure,60
Regions Financial,2021,Director Evaluation,50
Regions Financial,2021,Risk Oversight,47
Regions Financial,2021,Contacting Regions,45
Regions Financial,2021,Term Meaning,40
Regions Financial,2021,Styslinger III,60
Regions Financial,2021,Adopted No,50
Regions Financial,2021,Proxy Statement,41
Regions Financial,2021,the Regions,40
Regions Financial,2021,of the,40
Regions Financial,2021,by the,40
Regions Financial,2021,through the,40
Regions Financial,2021,in the,40
Regions Financial,2021,Committee Membership,66
Regions Financial,2021,on these,71
Regions Financial,2021,As described,85
Regions Financial,2021,Corporate Governance,42
Regions Financial,2021,The CHR,70
Regions Financial,2021,for the,50
Regions Financial,2021,Use an,90
Regions Financial,2021,share their,45
Regions Financial,2021,more information,90
Regions Financial,2021,As further,83
Regions Financial,2021,on Form,50
Regions Financial,2021,As discussed,84
Regions Financial,2021,grants that,83
Regions Financial,2021,PCUs granted,83
Regions Financial,2021,prior to,60
Regions Financial,2021,Owen was,60
Regions Financial,2021,Lusco must,55
Regions Financial,2021,under our,80
Regions Financial,2021,compared to,87
Regions Financial,2021,the April,84
Regions Financial,2021,While the,65
Regions Financial,2021,in benefits,62
Regions Financial,2021,Upon separation,55
Regions Financial,2021,although between,55
Regions Financial,2021,EXECUTIVE OFFICERS,60
Regions Financial,2021,Termination of,60
Regions Financial,2021,Because neither,60
Regions Financial,2021,Turner and,62
Regions Financial,2021,minimum of,60
Regions Financial,2021,benefit includes,55
Regions Financial,2021,the SERP,60
Regions Financial,2021,Membership Independence,66
Regions Financial,2022,Nominee Age,65
Regions Financial,2022,at Least,75
Regions Financial,2022,Law Amendment,75
Regions Financial,2022,Shareholder Engagement,42
Regions Financial,2022,Leadership Structure,44
Regions Financial,2022,Risk Management,47
Regions Financial,2022,Evaluation Program,50
Regions Financial,2022,Committee Meetings,51
Regions Financial,2022,New Directors,52
Regions Financial,2022,Ongoing Education,54
Regions Financial,2022,Family Relationships,56
Regions Financial,2022,Consultant Disclosure,59
Regions Financial,2022,Term Meaning,40
Regions Financial,2022,Styslinger III,61
Regions Financial,2022,Rooney Rule,45
Regions Financial,2022,Proxy Statement,43
Regions Financial,2022,the Regions,40
Regions Financial,2022,of the,40
Regions Financial,2022,by the,40
Regions Financial,2022,through the,40
Regions Financial,2022,in the,40
Regions Financial,2022,Committee Membership,65
Regions Financial,2022,on these,72
Regions Financial,2022,As described,86
Regions Financial,2022,For more,72
Regions Financial,2022,Corporate Governance,41
Regions Financial,2022,The CHR,71
Regions Financial,2022,Incentive Payments,80
Regions Financial,2022,Enhanced Disclosures,80
Regions Financial,2022,term incentive,85
Regions Financial,2022,Use an,89
Regions Financial,2022,more information,90
Regions Financial,2022,As further,84
Regions Financial,2022,section titled,76
Regions Financial,2022,PCUs granted,84
Regions Financial,2022,th percentile,79
Regions Financial,2022,for the,60
Regions Financial,2022,prior to,60
Regions Financial,2022,Lusco must,55
Regions Financial,2022,additional information,72
Regions Financial,2022,under our,79
Regions Financial,2022,compared to,86
Regions Financial,2022,While the,65
Regions Financial,2022,in benefits,62
Regions Financial,2022,Upon separation,55
Regions Financial,2022,although between,55
Regions Financial,2022,benefit following,60
Regions Financial,2022,EXECUTIVE OFFICERS,60
Regions Financial,2022,Turner and,62
Regions Financial,2022,target benefit,60
Regions Financial,2022,Membership Independence,65
Regions Financial,2023,At tendance,37
Regions Financial,2023,Insider Participation,50
Regions Financial,2023,Law Amendment,75
Regions Financial,2023,Mark A. Crosswhite,60
Regions Financial,2023,Thomas Hill,64
Regions Financial,2023,Styslinger III,62
Regions Financial,2023,Rooney Rule,46
Regions Financial,2023,ASC Topic,71
Regions Financial,2023,at least,75
Regions Financial,2023,Proxy Statement,37
Regions Financial,2023,Acquired Within,60
Regions Financial,2023,the Regions,40
